academic_performance,anxiety_level,basic_needs,blood_pressure,breathing_problem,Sum of bullying,Column1,depression,extracurricular_activities,future_career_concerns,headache,K3,K3_renamed,living_conditions,LivingCondC,mental_health_history,MHProblemYes,noise_level,NoiseC,peer_pressure,PeerpressureC,PoorSleepQuality,Sum of safety,SafetyC,self_esteem,SelfEsteem>avg,sleep_quality,social_support,stress_level,study_load,teacher_student_relationship,AcademicC,BullyC,FuturecareerC
2,21,1,3,3,4,71,23,4,4,5,0,0,2,Bad Condition,1,100.00%,3,Neutral,4,Intense Peer Pressure,Poor,2,Not Safe,15,Below Average,1,1,2,5,2,Poor performance,Extreme Bullying,High concern
2,21,1,3,3,5,247,20,4,5,4,0,0,2,Bad Condition,1,100.00%,3,Neutral,4,Intense Peer Pressure,Poor,2,Not Safe,7,Below Average,1,1,2,5,1,Poor performance,Extreme Bullying,High concern
2,21,1,3,3,5,445,18,5,4,3,0,0,2,Bad Condition,1,100.00%,4,Noisy,5,Intense Peer Pressure,Poor,2,Not Safe,11,Below Average,1,1,2,3,2,Poor performance,Extreme Bullying,High concern
2,21,1,3,3,4,539,22,4,5,5,0,0,1,Bad Condition,1,100.00%,5,Noisy,4,Intense Peer Pressure,Poor,1,Not Safe,2,Below Average,1,1,2,3,1,Poor performance,Extreme Bullying,High concern
2,21,1,3,3,4,641,25,4,4,5,0,0,2,Bad Condition,1,100.00%,3,Neutral,5,Intense Peer Pressure,Poor,2,Not Safe,7,Below Average,1,1,2,3,1,Poor performance,Extreme Bullying,High concern
2,21,1,3,3,5,677,16,5,4,5,0,0,1,Bad Condition,1,100.00%,3,Neutral,4,Intense Peer Pressure,Poor,1,Not Safe,11,Below Average,1,1,2,5,1,Poor performance,Extreme Bullying,High concern
2,21,1,3,4,5,340,18,4,4,4,0,0,2,Bad Condition,1,100.00%,4,Noisy,5,Intense Peer Pressure,Poor,1,Not Safe,3,Below Average,1,1,2,5,1,Poor performance,Extreme Bullying,High concern
2,21,1,3,4,5,661,22,4,5,4,0,0,2,Bad Condition,1,100.00%,5,Noisy,5,Intense Peer Pressure,Poor,1,Not Safe,11,Below Average,1,1,2,3,1,Poor performance,Extreme Bullying,High concern
2,21,1,3,4,4,1098,19,4,4,5,0,0,1,Bad Condition,1,100.00%,3,Neutral,4,Intense Peer Pressure,Poor,1,Not Safe,0,Below Average,1,1,2,5,1,Poor performance,Extreme Bullying,High concern
2,21,1,3,5,5,236,21,5,5,5,0,0,2,Bad Condition,1,100.00%,5,Noisy,5,Intense Peer Pressure,Poor,1,Not Safe,2,Below Average,1,1,2,4,2,Poor performance,Extreme Bullying,High concern
2,21,1,3,5,5,328,26,5,5,3,0,0,1,Bad Condition,1,100.00%,3,Neutral,5,Intense Peer Pressure,Poor,2,Not Safe,15,Below Average,1,1,2,5,1,Poor performance,Extreme Bullying,High concern
2,21,1,3,5,4,345,17,5,5,4,0,0,1,Bad Condition,1,100.00%,5,Noisy,4,Intense Peer Pressure,Poor,2,Not Safe,8,Below Average,1,1,2,5,1,Poor performance,Extreme Bullying,High concern
2,21,1,3,5,5,602,23,5,4,5,0,0,1,Bad Condition,1,100.00%,3,Neutral,4,Intense Peer Pressure,Poor,1,Not Safe,7,Below Average,1,1,2,4,2,Poor performance,Extreme Bullying,High concern
2,21,2,3,3,4,343,26,4,5,3,0,0,2,Bad Condition,1,100.00%,3,Neutral,5,Intense Peer Pressure,Poor,2,Not Safe,4,Below Average,1,1,2,5,1,Poor performance,Extreme Bullying,High concern
2,21,2,3,3,4,747,25,4,4,3,0,0,1,Bad Condition,1,100.00%,5,Noisy,5,Intense Peer Pressure,Poor,1,Not Safe,12,Below Average,1,1,2,4,2,Poor performance,Extreme Bullying,High concern
2,21,2,3,4,5,939,26,4,4,5,0,0,1,Bad Condition,1,100.00%,3,Neutral,5,Intense Peer Pressure,Poor,2,Not Safe,11,Below Average,1,1,2,4,2,Poor performance,Extreme Bullying,High concern
2,21,2,3,5,1,64,13,4,4,0,2,1,4,Good Condition,1,100.00%,5,Noisy,1,Minimal Peer Pressure,High,3,Quite Safe,0,Below Average,5,0,0,0,0,Poor performance,Minimal Bullying,High concern
2,21,2,3,5,4,754,25,4,4,4,0,0,1,Bad Condition,1,100.00%,5,Noisy,4,Intense Peer Pressure,Poor,1,Not Safe,3,Below Average,1,1,2,3,2,Poor performance,Extreme Bullying,High concern
2,21,2,3,5,5,836,26,4,4,4,0,0,1,Bad Condition,1,100.00%,3,Neutral,4,Intense Peer Pressure,Poor,1,Not Safe,4,Below Average,1,1,2,4,2,Poor performance,Extreme Bullying,High concern
2,21,2,3,5,4,988,21,5,5,5,0,0,2,Bad Condition,1,100.00%,5,Noisy,5,Intense Peer Pressure,Poor,1,Not Safe,8,Below Average,1,1,2,5,2,Poor performance,Extreme Bullying,High concern
2,21,2,3,5,5,1041,26,4,4,4,0,0,1,Bad Condition,1,100.00%,4,Noisy,5,Intense Peer Pressure,Poor,1,Not Safe,15,Below Average,1,1,2,5,1,Poor performance,Extreme Bullying,High concern
2,21,4,3,0,5,821,20,0,0,0,2,1,4,Good Condition,0,0.00%,5,Noisy,5,Intense Peer Pressure,Poor,4,Safe,28,Above Average,0,0,1,4,2,Poor performance,Extreme Bullying,Slight concern
3,1,4,3,3,2,69,18,5,5,2,2,1,2,Bad Condition,0,0.00%,1,Quiet,1,Minimal Peer Pressure,Moderate,2,Not Safe,26,Above Average,3,1,1,2,1,Avarage Performance,Minimal Bullying,High concern
3,2,0,3,0,3,199,26,2,5,4,2,1,2,Bad Condition,0,0.00%,4,Noisy,5,Intense Peer Pressure,High,2,Not Safe,23,Above Average,5,1,0,1,2,Avarage Performance,Average Bullying,High concern
3,3,4,3,1,3,745,9,4,4,4,2,1,5,Good Condition,1,100.00%,0,Quiet,4,Intense Peer Pressure,Poor,5,Safe,21,Above Average,2,1,0,4,3,Avarage Performance,Average Bullying,High concern
3,3,5,3,1,2,441,7,1,4,0,2,1,3,Average Condition,0,0.00%,1,Quiet,2,Minimal Peer Pressure,High,3,Quite Safe,4,Below Average,5,0,1,1,2,Avarage Performance,Minimal Bullying,High concern
3,4,2,3,3,0,494,27,3,2,4,2,1,1,Bad Condition,0,0.00%,5,Noisy,3,Moderate Peer Pressure,Poor,5,Safe,2,Below Average,0,1,0,3,0,Avarage Performance,No Bully,Slight concern
3,5,1,3,3,3,259,3,0,3,2,2,1,0,Bad Condition,0,0.00%,5,Noisy,2,Minimal Peer Pressure,High,0,Not Safe,20,Above Average,4,0,1,0,2,Avarage Performance,Average Bullying,Average concern
3,6,5,3,1,2,1042,20,5,2,0,2,1,4,Good Condition,0,0.00%,2,Quiet,0,Minimal Peer Pressure,Poor,1,Not Safe,13,Below Average,2,1,0,2,1,Avarage Performance,Minimal Bullying,Slight concern
3,8,0,3,2,4,815,10,3,4,5,2,1,5,Good Condition,0,0.00%,4,Noisy,4,Intense Peer Pressure,Poor,4,Safe,6,Below Average,2,0,0,2,3,Avarage Performance,Extreme Bullying,High concern
3,8,4,3,5,1,94,22,3,2,5,2,1,1,Bad Condition,1,100.00%,0,Quiet,2,Minimal Peer Pressure,High,0,Not Safe,0,Below Average,5,1,0,5,1,Avarage Performance,Minimal Bullying,Slight concern
3,9,2,1,2,3,33,9,2,2,2,2,1,3,Average Condition,0,0.00%,2,Quiet,3,Moderate Peer Pressure,Poor,3,Quite Safe,23,Above Average,2,2,1,3,2,Avarage Performance,Average Bullying,Slight concern
3,9,2,1,2,2,146,14,2,2,3,2,1,2,Bad Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Poor,3,Quite Safe,17,Below Average,2,2,1,2,3,Avarage Performance,Minimal Bullying,Slight concern
3,9,2,1,2,3,217,10,3,2,3,2,1,2,Bad Condition,1,100.00%,2,Quiet,3,Moderate Peer Pressure,Poor,3,Quite Safe,24,Above Average,2,2,1,2,2,Avarage Performance,Average Bullying,Slight concern
3,9,2,1,2,3,560,13,2,2,2,2,1,3,Average Condition,0,0.00%,2,Quiet,3,Moderate Peer Pressure,Poor,2,Not Safe,18,Above Average,2,2,1,2,2,Avarage Performance,Average Bullying,Slight concern
3,9,2,1,2,3,564,10,3,3,2,2,1,3,Average Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Poor,2,Not Safe,19,Above Average,2,3,1,2,3,Avarage Performance,Average Bullying,Average concern
3,9,2,1,2,3,595,13,2,2,2,2,1,3,Average Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Poor,3,Quite Safe,22,Above Average,2,3,1,2,3,Avarage Performance,Average Bullying,Slight concern
3,9,2,1,4,3,99,13,2,2,3,2,1,3,Average Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Moderate,2,Not Safe,23,Above Average,3,2,1,3,3,Avarage Performance,Average Bullying,Slight concern
3,9,2,1,4,3,264,13,3,3,3,2,1,2,Bad Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,2,Not Safe,17,Below Average,3,3,1,2,2,Avarage Performance,Average Bullying,Average concern
3,9,2,1,4,3,427,10,2,3,2,2,1,2,Bad Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Poor,2,Not Safe,20,Above Average,2,3,1,2,2,Avarage Performance,Average Bullying,Average concern
3,9,2,1,4,2,658,13,3,3,3,2,1,2,Bad Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,2,Not Safe,16,Below Average,3,2,1,2,2,Avarage Performance,Minimal Bullying,Average concern
3,9,2,1,4,3,712,9,3,3,2,2,1,2,Bad Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Poor,3,Quite Safe,25,Above Average,2,3,1,2,2,Avarage Performance,Average Bullying,Average concern
3,9,2,1,4,3,965,14,2,2,2,2,1,2,Bad Condition,1,100.00%,2,Quiet,3,Moderate Peer Pressure,Moderate,2,Not Safe,24,Above Average,3,2,1,2,2,Avarage Performance,Average Bullying,Slight concern
3,9,3,1,2,3,169,13,3,3,3,2,1,2,Bad Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Moderate,2,Not Safe,15,Below Average,3,2,1,3,2,Avarage Performance,Average Bullying,Average concern
3,9,3,1,2,2,240,12,2,2,3,2,1,3,Average Condition,0,0.00%,2,Quiet,3,Moderate Peer Pressure,Moderate,2,Not Safe,22,Above Average,3,2,1,2,2,Avarage Performance,Minimal Bullying,Slight concern
3,9,3,1,2,2,270,9,3,2,2,2,1,2,Bad Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,3,Quite Safe,25,Above Average,3,2,1,2,2,Avarage Performance,Minimal Bullying,Slight concern
3,9,3,1,2,2,431,12,3,2,3,2,1,2,Bad Condition,0,0.00%,2,Quiet,3,Moderate Peer Pressure,Moderate,3,Quite Safe,22,Above Average,3,2,1,3,2,Avarage Performance,Minimal Bullying,Slight concern
3,9,3,1,2,3,610,10,2,2,2,2,1,3,Average Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Moderate,3,Quite Safe,16,Below Average,3,2,1,3,2,Avarage Performance,Average Bullying,Slight concern
3,9,3,1,2,3,880,14,2,3,3,2,1,3,Average Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Poor,3,Quite Safe,24,Above Average,2,2,1,2,3,Avarage Performance,Average Bullying,Average concern
3,9,3,1,2,2,938,13,3,2,2,2,1,2,Bad Condition,0,0.00%,2,Quiet,3,Moderate Peer Pressure,Poor,2,Not Safe,23,Above Average,2,3,1,3,3,Avarage Performance,Minimal Bullying,Slight concern
3,9,3,1,2,2,990,10,2,2,2,2,1,2,Bad Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Poor,2,Not Safe,23,Above Average,2,3,1,3,2,Avarage Performance,Minimal Bullying,Slight concern
3,9,3,1,4,3,380,9,2,2,3,2,1,2,Bad Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,3,Quite Safe,20,Above Average,3,2,1,3,2,Avarage Performance,Average Bullying,Slight concern
3,9,3,1,4,2,676,12,3,3,2,2,1,2,Bad Condition,0,0.00%,3,Neutral,3,Moderate Peer Pressure,Moderate,3,Quite Safe,21,Above Average,3,3,1,3,2,Avarage Performance,Minimal Bullying,Average concern
3,9,3,1,4,3,765,14,3,3,2,2,1,2,Bad Condition,0,0.00%,3,Neutral,3,Moderate Peer Pressure,Moderate,3,Quite Safe,17,Below Average,3,3,1,3,3,Avarage Performance,Average Bullying,Average concern
3,9,3,1,4,2,878,9,3,3,3,2,1,3,Average Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Poor,2,Not Safe,17,Below Average,2,2,1,2,3,Avarage Performance,Minimal Bullying,Average concern
3,9,3,1,4,2,991,9,2,2,2,2,1,3,Average Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Poor,2,Not Safe,17,Below Average,2,2,1,2,2,Avarage Performance,Minimal Bullying,Slight concern
3,10,0,3,0,4,299,27,0,4,1,2,1,3,Average Condition,1,100.00%,0,Quiet,0,Minimal Peer Pressure,High,0,Not Safe,21,Above Average,4,1,1,5,3,Avarage Performance,Extreme Bullying,High concern
3,10,2,1,2,3,221,13,3,2,2,2,1,3,Average Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Poor,2,Not Safe,23,Above Average,2,3,1,2,3,Avarage Performance,Average Bullying,Slight concern
3,10,2,1,2,3,414,9,2,3,2,2,1,2,Bad Condition,1,100.00%,2,Quiet,3,Moderate Peer Pressure,Poor,2,Not Safe,25,Above Average,2,3,1,2,2,Avarage Performance,Average Bullying,Average concern
3,10,2,1,2,2,524,9,3,3,2,2,1,2,Bad Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Moderate,3,Quite Safe,18,Above Average,3,3,1,3,2,Avarage Performance,Minimal Bullying,Average concern
3,10,2,1,2,3,575,14,3,3,2,2,1,2,Bad Condition,0,0.00%,3,Neutral,3,Moderate Peer Pressure,Moderate,2,Not Safe,20,Above Average,3,3,1,3,2,Avarage Performance,Average Bullying,Average concern
3,10,2,1,2,3,670,10,2,3,3,2,1,3,Average Condition,1,100.00%,2,Quiet,3,Moderate Peer Pressure,Moderate,2,Not Safe,18,Above Average,3,3,1,3,3,Avarage Performance,Average Bullying,Average concern
3,10,2,1,2,2,839,11,2,2,3,2,1,2,Bad Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,3,Quite Safe,21,Above Average,3,3,1,3,3,Avarage Performance,Minimal Bullying,Slight concern
3,10,2,1,2,2,1082,9,2,3,2,2,1,3,Average Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Poor,3,Quite Safe,25,Above Average,2,2,1,2,2,Avarage Performance,Minimal Bullying,Average concern
3,10,2,1,4,2,387,13,3,2,2,2,1,2,Bad Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Moderate,2,Not Safe,23,Above Average,3,3,1,2,3,Avarage Performance,Minimal Bullying,Slight concern
3,10,2,1,4,3,519,9,3,3,3,2,1,3,Average Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Poor,2,Not Safe,16,Below Average,2,3,1,3,3,Avarage Performance,Average Bullying,Average concern
3,10,2,1,4,3,739,11,3,2,3,2,1,2,Bad Condition,0,0.00%,2,Quiet,3,Moderate Peer Pressure,Moderate,2,Not Safe,19,Above Average,3,3,1,3,2,Avarage Performance,Average Bullying,Slight concern
3,10,2,1,4,3,870,14,3,2,3,2,1,2,Bad Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Poor,2,Not Safe,20,Above Average,2,3,1,2,2,Avarage Performance,Average Bullying,Slight concern
3,10,2,1,4,3,934,9,3,2,2,2,1,2,Bad Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Poor,2,Not Safe,25,Above Average,2,3,1,3,2,Avarage Performance,Average Bullying,Slight concern
3,10,3,1,2,3,203,10,2,2,3,2,1,2,Bad Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Moderate,3,Quite Safe,24,Above Average,3,2,1,2,2,Avarage Performance,Average Bullying,Slight concern
3,10,3,1,2,2,266,10,3,3,2,2,1,3,Average Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Moderate,2,Not Safe,25,Above Average,3,3,1,3,3,Avarage Performance,Minimal Bullying,Average concern
3,10,3,1,2,3,759,13,2,2,2,2,1,3,Average Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Poor,3,Quite Safe,20,Above Average,2,2,1,3,2,Avarage Performance,Average Bullying,Slight concern
3,10,3,1,2,3,788,12,2,2,2,2,1,3,Average Condition,0,0.00%,2,Quiet,3,Moderate Peer Pressure,Poor,2,Not Safe,24,Above Average,2,2,1,2,2,Avarage Performance,Average Bullying,Slight concern
3,10,3,1,2,2,851,13,3,3,3,2,1,3,Average Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Poor,3,Quite Safe,20,Above Average,2,3,1,3,2,Avarage Performance,Minimal Bullying,Average concern
3,10,3,1,2,2,860,11,3,2,3,2,1,3,Average Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,3,Quite Safe,15,Below Average,3,2,1,3,2,Avarage Performance,Minimal Bullying,Slight concern
3,10,3,1,2,3,906,10,2,3,2,2,1,2,Bad Condition,1,100.00%,2,Quiet,3,Moderate Peer Pressure,Moderate,2,Not Safe,21,Above Average,3,3,1,2,3,Avarage Performance,Average Bullying,Average concern
3,10,3,1,2,2,977,11,2,2,3,2,1,3,Average Condition,1,100.00%,2,Quiet,3,Moderate Peer Pressure,Moderate,2,Not Safe,21,Above Average,3,2,1,2,2,Avarage Performance,Minimal Bullying,Slight concern
3,10,3,1,4,3,85,12,2,2,3,2,1,2,Bad Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Poor,2,Not Safe,24,Above Average,2,2,1,2,3,Avarage Performance,Average Bullying,Slight concern
3,10,3,1,4,3,325,13,3,2,3,2,1,3,Average Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Poor,2,Not Safe,20,Above Average,2,2,1,2,2,Avarage Performance,Average Bullying,Slight concern
3,10,3,1,4,2,341,10,3,3,2,2,1,2,Bad Condition,1,100.00%,2,Quiet,3,Moderate Peer Pressure,Poor,3,Quite Safe,19,Above Average,2,3,1,2,3,Avarage Performance,Minimal Bullying,Average concern
3,10,3,1,4,2,357,10,2,3,3,2,1,3,Average Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Poor,2,Not Safe,17,Below Average,2,3,1,2,2,Avarage Performance,Minimal Bullying,Average concern
3,10,3,1,4,3,942,11,2,2,3,2,1,3,Average Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Poor,2,Not Safe,23,Above Average,2,2,1,3,2,Avarage Performance,Average Bullying,Slight concern
3,10,3,1,4,2,955,12,2,3,3,2,1,3,Average Condition,0,0.00%,3,Neutral,3,Moderate Peer Pressure,Poor,2,Not Safe,25,Above Average,2,3,1,3,3,Avarage Performance,Minimal Bullying,Average concern
3,10,3,1,4,2,1046,12,2,2,3,2,1,3,Average Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,3,Quite Safe,19,Above Average,3,3,1,2,3,Avarage Performance,Minimal Bullying,Slight concern
3,10,3,1,4,2,1058,12,2,2,3,2,1,3,Average Condition,1,100.00%,2,Quiet,3,Moderate Peer Pressure,Poor,2,Not Safe,15,Below Average,2,2,1,3,2,Avarage Performance,Minimal Bullying,Slight concern
3,11,1,3,3,3,184,15,4,4,4,2,1,5,Good Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,5,Safe,4,Below Average,3,0,2,2,2,Avarage Performance,Average Bullying,High concern
3,11,1,3,3,0,1065,26,0,2,5,2,1,5,Good Condition,0,0.00%,0,Quiet,4,Intense Peer Pressure,Poor,0,Not Safe,23,Above Average,0,0,2,3,1,Avarage Performance,No Bully,Slight concern
3,11,2,1,2,2,193,10,2,2,3,2,1,3,Average Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,2,Not Safe,20,Above Average,3,3,1,2,3,Avarage Performance,Minimal Bullying,Slight concern
3,11,2,1,2,3,351,14,2,3,2,2,1,3,Average Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Moderate,3,Quite Safe,16,Below Average,3,3,1,3,3,Avarage Performance,Average Bullying,Average concern
3,11,2,1,2,2,462,13,2,3,3,2,1,2,Bad Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Poor,2,Not Safe,23,Above Average,2,2,1,2,3,Avarage Performance,Minimal Bullying,Average concern
3,11,2,1,2,3,598,10,3,3,2,2,1,3,Average Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,2,Not Safe,18,Above Average,3,3,1,2,2,Avarage Performance,Average Bullying,Average concern
3,11,2,1,2,2,615,10,2,3,2,2,1,2,Bad Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,3,Quite Safe,25,Above Average,3,3,1,3,3,Avarage Performance,Minimal Bullying,Average concern
3,11,2,1,2,3,659,12,2,2,2,2,1,3,Average Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Poor,2,Not Safe,23,Above Average,2,3,1,2,3,Avarage Performance,Average Bullying,Slight concern
3,11,2,1,2,2,835,12,3,3,2,2,1,2,Bad Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Poor,2,Not Safe,22,Above Average,2,2,1,2,3,Avarage Performance,Minimal Bullying,Average concern
3,11,2,1,2,3,940,12,2,2,2,2,1,3,Average Condition,0,0.00%,2,Quiet,3,Moderate Peer Pressure,Moderate,3,Quite Safe,20,Above Average,3,3,1,3,3,Avarage Performance,Average Bullying,Slight concern
3,11,2,1,2,3,969,11,3,2,2,2,1,3,Average Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Poor,2,Not Safe,20,Above Average,2,3,1,2,3,Avarage Performance,Average Bullying,Slight concern
3,11,2,1,4,2,15,14,2,3,3,2,1,2,Bad Condition,0,0.00%,2,Quiet,3,Moderate Peer Pressure,Poor,2,Not Safe,21,Above Average,2,2,1,3,3,Avarage Performance,Minimal Bullying,Average concern
3,11,2,1,4,3,216,13,2,3,3,2,1,3,Average Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Poor,3,Quite Safe,19,Above Average,2,3,1,3,3,Avarage Performance,Average Bullying,Average concern
3,11,2,1,4,3,297,12,2,2,2,2,1,3,Average Condition,1,100.00%,2,Quiet,3,Moderate Peer Pressure,Moderate,3,Quite Safe,24,Above Average,3,3,1,2,2,Avarage Performance,Average Bullying,Slight concern
3,11,2,1,4,2,413,9,2,2,2,2,1,3,Average Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Poor,3,Quite Safe,15,Below Average,2,3,1,3,3,Avarage Performance,Minimal Bullying,Slight concern
3,11,2,1,4,2,548,9,3,3,2,2,1,2,Bad Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Poor,2,Not Safe,20,Above Average,2,2,1,2,3,Avarage Performance,Minimal Bullying,Average concern
3,11,2,1,4,2,679,12,3,3,2,2,1,2,Bad Condition,0,0.00%,3,Neutral,3,Moderate Peer Pressure,Moderate,3,Quite Safe,23,Above Average,3,3,1,3,2,Avarage Performance,Minimal Bullying,Average concern
3,11,2,1,4,2,927,11,3,2,3,2,1,2,Bad Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Poor,3,Quite Safe,20,Above Average,2,2,1,3,2,Avarage Performance,Minimal Bullying,Slight concern
3,11,3,1,2,2,168,13,2,3,3,2,1,3,Average Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Moderate,2,Not Safe,20,Above Average,3,3,1,3,2,Avarage Performance,Minimal Bullying,Average concern
3,11,3,1,2,3,188,13,3,2,2,2,1,3,Average Condition,0,0.00%,3,Neutral,3,Moderate Peer Pressure,Poor,2,Not Safe,16,Below Average,2,3,1,2,3,Avarage Performance,Average Bullying,Slight concern
3,11,3,1,2,2,258,10,2,3,3,2,1,2,Bad Condition,0,0.00%,2,Quiet,3,Moderate Peer Pressure,Poor,2,Not Safe,20,Above Average,2,3,1,2,3,Avarage Performance,Minimal Bullying,Average concern
3,11,3,1,2,3,617,10,3,2,2,2,1,2,Bad Condition,1,100.00%,2,Quiet,3,Moderate Peer Pressure,Moderate,3,Quite Safe,19,Above Average,3,2,1,3,3,Avarage Performance,Average Bullying,Slight concern
3,11,3,1,2,3,842,14,3,3,3,2,1,2,Bad Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Poor,3,Quite Safe,16,Below Average,2,3,1,2,3,Avarage Performance,Average Bullying,Average concern
3,11,3,1,4,2,67,9,2,2,2,2,1,2,Bad Condition,0,0.00%,2,Quiet,3,Moderate Peer Pressure,Moderate,2,Not Safe,21,Above Average,3,3,1,3,3,Avarage Performance,Minimal Bullying,Slight concern
3,11,3,1,4,2,102,13,2,3,3,2,1,3,Average Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Poor,3,Quite Safe,17,Below Average,2,3,1,2,3,Avarage Performance,Minimal Bullying,Average concern
3,11,3,1,4,2,444,12,2,3,2,2,1,2,Bad Condition,0,0.00%,3,Neutral,3,Moderate Peer Pressure,Moderate,2,Not Safe,15,Below Average,3,2,1,2,3,Avarage Performance,Minimal Bullying,Average concern
3,11,3,1,4,3,528,9,3,2,3,2,1,3,Average Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Poor,2,Not Safe,18,Above Average,2,2,1,3,3,Avarage Performance,Average Bullying,Slight concern
3,11,3,1,4,3,531,14,3,3,2,2,1,3,Average Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,2,Not Safe,22,Above Average,3,3,1,3,3,Avarage Performance,Average Bullying,Average concern
3,11,3,1,4,2,761,14,2,3,3,2,1,2,Bad Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,3,Quite Safe,17,Below Average,3,2,1,3,2,Avarage Performance,Minimal Bullying,Average concern
3,11,3,1,4,3,803,12,2,2,3,2,1,2,Bad Condition,0,0.00%,3,Neutral,3,Moderate Peer Pressure,Poor,2,Not Safe,21,Above Average,2,2,1,3,3,Avarage Performance,Average Bullying,Slight concern
3,11,3,1,4,3,814,14,3,3,2,2,1,3,Average Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Poor,3,Quite Safe,23,Above Average,2,3,1,2,2,Avarage Performance,Average Bullying,Average concern
3,11,4,3,1,2,1047,3,1,2,2,2,1,2,Bad Condition,0,0.00%,1,Quiet,5,Intense Peer Pressure,Moderate,0,Not Safe,8,Below Average,3,0,2,1,0,Avarage Performance,Minimal Bullying,Slight concern
3,12,2,1,2,2,334,14,2,3,3,2,1,2,Bad Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Poor,3,Quite Safe,17,Below Average,2,2,1,3,2,Avarage Performance,Minimal Bullying,Average concern
3,12,2,1,2,3,551,13,2,3,3,2,1,2,Bad Condition,0,0.00%,3,Neutral,3,Moderate Peer Pressure,Poor,3,Quite Safe,17,Below Average,2,2,1,2,2,Avarage Performance,Average Bullying,Average concern
3,12,2,1,4,2,48,10,2,3,2,2,1,3,Average Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Poor,2,Not Safe,19,Above Average,2,2,1,2,3,Avarage Performance,Minimal Bullying,Average concern
3,12,2,1,4,2,56,11,3,2,2,2,1,3,Average Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Poor,2,Not Safe,18,Above Average,2,3,1,2,2,Avarage Performance,Minimal Bullying,Slight concern
3,12,2,1,4,2,131,13,2,2,2,2,1,3,Average Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Moderate,3,Quite Safe,16,Below Average,3,3,1,3,3,Avarage Performance,Minimal Bullying,Slight concern
